TEXT,Label
"Happy birthday to my brother who says ""yes"" (under pressure ) when I randomly ask him to ride…
",0
"About last night! #SundayFunDay @ CITYCENTREHOUSTON
",0
"Let's celly Halloween @ Bowling Green State University
",0
"A little Tuesday #ShoePorn for you It's f***in cold but #TheErrandGirls stick to our style. We…
",0
"Check out my fancy studio for KYMP Spotlight Interviews. Coming soon interviews…
",0
"#hatchchile #salsa #verde ...made w/ @user #sauce @ Vegas House
",0
"Girls night with @user and @user Tonight's menu... Hand roll sushi we had a good…
",0
"He's so cute #horsewear #horsewearireland #americanwarmblood #Avedon #fall @ The Covert Farm LLC
",0
"Momma’s hungry! (@ Whataburger in Rogers, AR)
",0
"Another shoulder day in the books. Now onto shopping fun! #gotgoals #postbrachioplasty…
",0
"lindaskindiva I feel like a #stocker because I'm constantly looking for your #tweets because…
",0
"Good day to drive with the top open. And I'm. It driving! @ Walden…
",0
"Like they say... It didn't happen unless Instagram knows•••••••#model #instastory…
",0
"If you didn't selfie in the dressing room did you even use it? @user
",0
"Some call it ""#Boudoir &amp; #Glamour #Photography"" I call #Girly #Makeover... #Fun #Photoshoot…
",0
"Back again for the second half of the show! Thanks Kara for filling in! #summersostrong #twu…
",0
"Back at Raleighs (big surprise ) - Drinking a Mr. Kite's Pale Ale by @user @ Cafe Intermezzo —
",0
"One more night! @ Loring Pasta Bar
",0
"When you play 'make me laugh' in da club sibling inspired! #shaleighdanceworks #ipromise @user
",0
"Just a couple of thrill-seekers #redheadromance #idaho @user
",0
"Lunch, #bucketO'Bud and some #RedSox baseball! (@ Long Doggers Viera in Rockledge, FL)
",0
"It's ok in BellyDance u can have a little belly #bellydance #LA #cali #oksanastarlet…
",0
"Thanks for visiting me @ Phi Sigma Pi - Gamma Mu
",0
"@user #Sprintervals I started my fitness tracker kind of late in the game but what a…
",0
"The menu. @ Disney's Hollywood Studios
",0
"Let's make some lobster from Maine tonight always by @user and @user #food…
",0
"i honestly do run out of f*cks to give sometimes, so why the heck not @ The Upper West Side - New…
",0
"fan girls @ The Bluff
",0
"Just had a shower and got the hair washed. So fresh and so clean @ UT Southwestern Medical…
",0
"Back in full effect...like we never left @user …
",0
"@user It is thirsty Thursday isn't it?!? love you too!!!
",0
"In honor of @user 24th birthday, I'm drinking from my Pocket Louis mug Happy…
",0
"Just your average running gear shot some b-roll for an upcoming documentary this morning on…
",0
"Couldn't waste a day like today working out indoors. First trail run in a while.. 6.3 in 1:06…
",0
"Welcome to Miami @ Miami International Airport - MIA
",0
"I pluckin' love wings @ Pluckers Wing Bar
",0
"Shocking, I know... #joesstonecrab @ Joe's Stone Crab
",0
"It's a Hellosaurus #vernal #utah #dinosaur #usa #pinkdinosaur @ Pink Dinosaur
",0
"Well, there goes the gym #EatWellLiveWell #Fridays #TGIF…
",0
"I AM STAR-LORD. Maybe, you’ve heard of me? Halloween in the Catskills, Yo! #ny #nycblond…
",0
"I think I'm just gonna stay joocy this summer #3weeksout #depleted #bodybuilding #physique…
",0
"Sweet Savage @ West Bronx, Bronx, New York
",0
"It's been four years since I've took a bathroom selfie here #bathroomselfie #uncghome #blackparty…
",0
"THIS SHHHHHHHT CRAY-CRAY I'm just trying to get home! D.C. Traveling ain't NO…
",0
"Let's do this thing, New York! @user is drunk already ;) Bring on the funnnnn …
",0
"Embracing nature... well sort of. #sauna #emersonsauna #minnesotalakes #cooklake #lakeliving…
",0
"get jewself a motivational friend•such a nice dayyy @ Mt Rubidoux…
",0
"If she not in ya #dm like this she don’t really fux wit u like that I feel special #effejoe…
",0
"One minute you're styling in your clothes, next minute your in one of those gowns! #wednesday…
",0
"Parking garage selfies #becausetraffic #broadwayintucson…
",0
"Sunday Funday, Baby girl went BLONDE #haircolorbykianadenae @ Denver, Colorado
",0
"How's that for a morning windshield!? @ Amazon Fulfilment BFI4
",0
"Something mysteriously appeared on our table... let's see who notices first #onslowrocks @user
",0
"boutique is so dangerous #newyork #nyc #ny #manhattan @ New York, New York
",0
"Had to put a little pizazz back in my hair because...why not …
",0
"ignore my arm and b!tch face @ Ocracoke, North Carolina
",0
"Morning #workflow #selfie . Yes, my extra-large small sweater reads: Of course I'm an organ &amp;…
",0
"I don't know if I was more lit or turnt as the kids would say This is my joiiinntt!! joeybadass…
",0
"That was fun! #tim&amp;faith #humbleandkind #greatview @ Amalie Arena
",0
"Smiles all day with my partner in crime! #Bridge2015 #MakerEmpire #RogueMakerz #RyCaMo #MaRy15…
",0
"More Details to Come @ Elevate Night Club
",0
"I cannot seem to get my brows right lately but I sure did slay everything else @user
",0
"Dropped one kid at a birthday party and brought the other two here, half a mile down the road …
",0
"Here's to making memories!! #merrychristmas #groupphoto #pictureperfect #shopcrowntoheels @user
",0
"Crap I wanted to be home by midnight (@ Fat Buddha in New York, NY)
",0
"Don't do it !!!! @ Mastro's Restaurants - Steakhouse, New York City
",0
"I apologize for this clear blue sky in San Diego. @ San Diego, California
",0
"It's getting darker...scary...btw round 3 #captainamerica #captainamericacivilwar @ AMC…
",0
"Baltimore beer, named after Ollie - Drinking a Beyond the Realm of Light @ Sparky's Bar &amp; Grill - #photo
",0
"Cmon babe, gimme a smooch #NYC @ Dutch Fred's
",0
"choo choo train get ready#clay #clayart #polymerclay #airdryclay #charm #charms #animegirl…
",0
"He has a great set of hooters @ House of Passive Aggression 2
",0
"My mother asked me what is wrong with my filthy mouth? ... my response... uh it's about to be #scorpioseason ...
",0
"never liked you anyway @ La Habra, California
",0
"I went for a 18 mile bike ride today #indianheadrailtrail #trek #southernmaryland #mymonday @user
",0
"Trying to look cool at your favorite new coffee joint. #happyfriday #TGIF #Dtla #verve…
",0
"""She's my lobster!"" When one goes to the ranch, in 80 degree…
",0
"business got a lil risky tonight @ University of Arkansas
",0
"Lastnight was #Lit #PlayHouseHollywood was going up.... #Snapchat shit ya dig…
",0
"Who's watching emacs? #EMABiggestFansJustinBieber
",0
"Bacc at it @ Manley Field House
",0
"#Regram My new on-screen boyfriend and my off-screen girlfriend richielew_ii bestbritt chilling…
",0
"Well that worked #niceclothes Catch me at inkwellcoffeehouse 2nite! @ Eatontown, New Jersey
",0
"You'll find @user &amp; I here tonight at the festival. • • •#tipthetrash #festival…
",0
"And then there were snow cones!! @ OBA Tropical Sno
",0
"We saw the thing and protected our faces too. #Arboretum #UK…
",0
"Table Rock was a success! @ Tablerock Lake, Shell Knob, Mo
",0
"I Love The Chicas With The Big Ol Ass #indiehiphop #hyprbst #azhiphop #unsignedartist #hiphop…
",0
"Day 3 = dinner and a view @ Boca Del Mar, Florida
",0
"My Rockton's niece rocks #dontgrowuptoofast @ Rockton, Illinois
",0
"Ian gazing out at the river scenery @ Sundial Bridge at Turtle Bay
",0
"My new bae @ Universal Studios Hollywood
",0
"From #barbie to #carbie Smh!!! ... and I was so skinny all my life! I couldn't wait to get…
",0
"I'm bringing sexy back...well, I'm trying #bucketlist #midlife #midlifefashion…
",0
"Order 66 @ Carl's Jr. / Green Burrito
",0
"@user booth C112 @user Context @ Miami, Florida
",0
"2013//2017. After four years of marriage, we still got it!! A huge thank you to skysky.marie…
",0
"20th High School Reunion!Although we all pretend we're 25, in actuality - we're not. Love…
",0
"Fun little Pizza Tri Force from last week #painandpleasuretattoo #sanduskyohio #tattoos #inked…
",0
"My new baby! Thx to my hubby. @ Columbia , South Carolina
",0
"Sometimes we dress up and go somewhere other than Macs congrats…
",0
"How do I seem to always pick the fire drill days #firedrill #climbcolumbus #runsteps…
",0
"Eating dinner with my bestie at @user @ Nobu Fifty Seven
",0
"Hairs all frizzy.. bleh @ Bolero Resort
",0
"Tell 'em that it's my birthday when I party like that @ Harrah's…
",0
"Yeah... my hand is all in the shot because apparently I'm still an amateur selfie taker! In…
",0
"My ride or die Carpool buddy #funny #instagram #losangeles @ San Fernando Valley
",0
"@ City of Ink Edgewood.
",0
"And back I go again overseas to play my one string #combichrist #vollekraftvoraus…
",0
"ITS GREEK WEEK Sharks vs. Jets #westsidestory @ Otterbein University
",0
"This big ass #cheeseburger is going to be fun #cheese #burger @ Bellflower, California
",0
"(at @user in Chapel HIll, NC)
",0
"#cheesecakeheaven wendolyspeguero @ Hallandale Beach, Florida
",0
"Bahahahaha! The biggest face ever. #crazycat #cattongue #sprowkins #ilovemycat @ Ithaca, New York
",0
"Back when Bell and I were ugly @ Anaheim, California
",0
"I just had this conversation today. You snooze you lose...now another girl got your jackpot …
",0
"ITS DIXIE CHICKS TIME Y'ALL @ Gexa Energy Pavilion
",0
"OU won for his bday happy 34th, dad and as always... BOOMER @ OU Gaylord Memorial Football…
",0
"#EmbarrasingMoment HAPPY 19th birthday to my best friend! My ONLY blood sister! The one who…
",0
"My pre race ""splurge meal"". I could only eat 1/2 . Broccoli, chicken, bacon sriracha Mac n…
",0
"EXPLAIN #Diversity #AceEncore #TheVoiceCasting #TheVoice #NBCTheVoice #NBC #MTV #And #New…
",0
"Oh, you know. Just hangin' with my buddy Santa. No big deal. #herecomessantaclaus…
",0
"What do mean it's raining in LA? It's not in Palm Springs #love #palmsprings #sunny #day…
",0
"There were no hookers to be found @ Hooker Falls
",0
"When I'm not EDEN by Eden Sassoon Pilates ... I'm vibrating at Platefit Come #VIBE with me…
",0
"Room with a view #norainhere #pressrooftoplounge #c#scenicview…
",0
"My holy shit I just met daddy aka @user face oh and @user @user @ UNION
",0
"Above All after hours @ Above All
",0
"The Brass Tap on a Friday sounds good to me. @ The Brass Tap - Trinity
",0
"Coach Jessi sporting her ""new hat"" Thanks Zak! #hatforransom #boom #allthefitness…
",0
"Happy hour @ Bolivar Restaurant Lounge • Eat • Drink • Party • Repeat
",0
"Llama wants a piece of the action @ Lazy 5 Ranch
",0
"Post filming selfie for ya Saturday night After shooting action exteriors all day in 40…
",0
"I didn't color it but whoever did make us bulls look good! #taurus #imnotstubborn…
",0
"That a real winter dog right there ! @ Chewelah, Washington
",0
"Who loves running drills and sprints?? These strong mamas do!! Our fit4mom_madison Run Club…
",0
"We all have those days where our clothes just don't wanna play nice together (we love this post…
",0
"new whip!! broom broom!! @ Mercedes-Benz of Danbury
",0
"I am nothing but just an uncle carol.a.patroa betocapoeira @ Boca Arbor Club Apartments in…
",0
"Breakfast of (former) champions! @ Red Lion, Pennsylvania
",0
"I am not sorry. My future everything? He is gonna have to understand. #sweetsexysavage…
",0
"It was parents weekend so you know what to call me @ FSU Pike House
",0
"“miss-el-toe” get it???? I’m so PUNNY!!! This one’s for you travelbugbites @ Melrose Avenue
",0
"#Tattoolife @ Black Tie Affair Tattoo Parlor
",0
"Mow takes on PSU @ Sproul Hall
",0
"summer vibes &amp; ugly tan lines @ Fort Sam Houston
",0
"This is Foxy @ Anaheim Hills, Anaheim, California
",0
"Getting ready for dinner!What’s your plan for tonight? #anticatrattoriasd#eatlocal…
",0
"For Wiz Khalifa (@ Lure Nightclub - @user in Los Angeles, CA)
",0
"I don't know bout you but I really be wit my #WCW @ Club Space
",0
"00:45 in the morning. Home. Kids in bed. Tomorrow morning should be fun. #gocubsgo #flythew…
",0
"Lol #family #sesameplace #crazyauntninny @ Sesame Place Amusement Park
",0
"I may have already taken a bite before posting. Blame the pregnant woman for needing the sugar …
",0
"Sexy clothes to cover my parts . But in all reality, go to the showroom/roadshows and/or visit…
",0
"crop top szn is every szn if you believe ... #cropsweater @ West Chester, Pennsylvania
",0
"Naaaaaaaaaaaaaaah lol not for now
",0
"#Namaste right here @ Cherry Grove, North Myrtle Beach
",0
"First day of 16th grade!! This one's for you mammanewx @ University of Wisconsin-Madison
",0
"With #partnerincrime By @user #fashion #fashionista #fashionable #fashionblogger…
",0
"Y'all are alright @ Cotton Eyed Joe
",0
"Is it hot in this Bikram studio, or is it just you? ⠀⠀Sign up for classes at:…
",0
"This song it all about me #sowavy #lamanadanyc shout out to @user
",0
"We gave each other our shirts back after the pic jk Supporting each other on the come up!…
",0
"Last final is done! Bring it on Christmas! @ CSUSB
",0
"showed kansas how us californians like to party #lovefamilyweddings…
",0
"So my husband took me out in a special date. I got to dance with the #Shotgun This was fun. @user
",0
"A crew that grows together stays together! switchplaygroundnyc come workout with us! #union…
",0
"Free GloFish wallpaper for your mobile phone! @ PetSmart
",0
"Part of the Estabrook Gallery private collection (my parents home) . I did this series back in…
",0
"playing with dry ice and charisma is afraid! @ Village of Clayton
",0
"I love Coffee, I love this guy, and it's our seven months. @user
",0
"Happy Hour makes me happy! #CasaDelMatador #HappyHour #NomNomNom #LasVegas #Vegas #VegasEats…
",0
"I know, right?!? @ Montclair, New Jersey
",0
"Got to hang with my little bro @user and his wife love this dude, His drive and ambition…
",0
"we don’t mix the music we mix the drinks @ DJ's In The Drink
",0
"i know, i know we're goals @ Palisades Park, New Jersey
",0
"Say ""boo"" and pretend you are having fun! So glad I kept bugging them for more pictures. I…
",0
"Clubin' with the mains! @ Wichita, Kansas
",0
"Have you stopped into the studio for a #pound class with these three #monkeys?! Join us on…
",0
"Happy 4 months, man. Rawr~! @ Zoo Miami
",0
"going crazy round here.... @ Changez Barbershop
",0
"Would you rather get inverted on snow, in the yoga studio, or not at all? ⠀⠀tahomajillian…
",0
"Silly @ Bahama Buck's
",0
"Making fun of #giants fans is easy when they can't even keep their eyes open during the game. …
",0
"Senior night is Friday
",0
"nothing can go wrong with a little boba in your life @ Thirs.Te
",0
"21 21 21... Savage It's safe to say that my birthday was a…
",0
"UD baby (still probably going to OU tho) @ University of Dayton
",0
"About last night... #CincoDeMayo #MangosTropicalCafe @ Mango's…
",0
"Sometimes it's the only way I get her to like me Thanks for the adventure and thanks for…
",0
"#christmas #yardart in #fredricksburgtx Wish there was room in the truck! @ Choo Choo Trolley…
",0
"We know you took a selfie as soon as you got in the car! Tag us, we want to see those lovely faces…
",0
"Life of the party during dead week @ Pittsburg State University
",0
"@user and I needed a big plane for all the wine we are bringing back #privatejet #StrataJet…
",0
"Had a blast in Chi town @ Navy Pier
",0
"We're matching! #timberlands #friendshipgoals #trio @ Georges…
",0
"In the jungle ...actually just in Detroit kinda same level tho #badatcaptions #swimwear…
",0
"CUSTOM COLORED QUICKWEAVE W/CURLS! by ME of course OPENINGS THIS WEEK! #RIVERDALE Have U…
",0
"Just Lion around! @ Wildlife World Zoo
",0
"#goals @ Pick Up Stix
",0
"No matter how bad my day is when I crank up the SRT it's a good day! #SrtLife #SrtFun #DailyDriven…
",0
"Feelin' horny in #sturgis for the #sturgis2016 rally with…
",0
"Happy Friday @ McGee Hall
",0
"Happy Friday!!!! #siberianhusky #treasureeverymoment @ Chicasaw Cabin
",0
"Here deer, let’s play pin the arrow in the deer! (@ Nassau, NY in NY)
",0
"One city to the next I love this lifestyle @ Chicago, Illinois
",0
"Office for the day ------#laptoplifestyle #engineer #engineering #engineeringlife…
",0
"$3 #tacos ??? You know I'll be there for it!!! #Tbh though, probably one of the best…
",0
"One of the things I'm thankful for!! #dragshow #ladiesofoz #oz #friendshipismagic…
",0
"@ Medieval Times Dinner &amp; Tournament - Orlando
",0
"When in Rome (New York cheesecake) @ Char Steakhouse
",0
"The Last Rites...lord help me #NYC #TheSmith #Drinks #LastDinner @ The Smith Nomad
",0
"Just shining my shoes for Pride NYC. #nyc #pride #weareorlando #nycpride2016 #shoes @ New…
",0
"my bitchhhh @ McHebes Bar
",0
"New wig up for grabs! Follow whatwigs if interested!! @ Hillcrest, San Diego
",0
"don't u just hate when people post back to back (hope yall…
",0
"Bubble gun bubble bubble bubble gun #waybackwednesday #Mafia #thabay #510 #bayarea #sanfrancisco…
",0
"@user @ Children's Museum of Houston
",0
"At the nude beachHad to crop the photo NO TANLINES FOR ME THIS WEEKEND!! #sandiego…
",0
"You don't worry 'bout fitting in when you custom made …
",0
"""Daaaammmmnnn dad... Back at it again with the triton"" @ Ariel's Grotto in the New Fantasyland
",0
"Finally done. Yeah for Christmas!!! I have always wanted a candy cane walkway. @ Canyon…
",0
"Happy Saturday Night everyone... be good. @ North Hollywood, California
",0
"DONT PANIC @ Crystal Tea Room-Wanamaker Building
",0
"""If you want love, lower your expectations."" Ok so boburnham wanna grab a drink tomorrow night? @user
",0
"#SNL #teambuilding @ Saturday Night Live The Exhibition
",0
"Sistas &amp; shakes #ΚΔ @ Steak 'n Shake
",0
"I feel like I’m a little early for something...... steady_stare #fjsummit #fjcruiser #toyota…
",0
"The Store is OPEN!!!!! Til 6p#SLAY All Day Come Thru, She's Waiting For You!!!Wait! That…
",0
"You always want to make good friends ! ...#goldengatebridge #sfpd #sanfrancisco #sf…
",0
"@user totally having that same problem
",0
"First time having sangria since my last time I got all messed up. @ New…
",0
"@user with @user getting down to @user congratulations on the 2 year…
",0
"My gym is better than yours - trying out the new equipment with stevepoirier michelizabeth09…
",0
"New weave #gunmetal #grey #silverhair #blackgirlmagic @ Dorchester /Roxbury
",0
"went to see the therapist @ Tanger Outlets, Washington D.C./National Harbor
",0
"Filler up! $2.01 (@ RaceWay in West Palm Beach, FL)
",0
"Short rally with my dad. Then he hit the net •••#tennis #tenis #tennisvideo #tenniskids…
",0
"Some days you just need to surround yourself with squirrels (or chipmunks ) and donuts!…
",0
"Punishment time (@ The Halal Guys in Seattle, WA)
",0
"Having fun on this #beautiful day with #myHoe @ Canyon Lake Park
",0
"@ Novelty Burger &amp; Bar
",0
"Gasparillaaa @ University of South Florida
",0
"#venicebeach #venicesign #veniceca #veniceatnight #venicelights #venicelife @ Venice Beach
",0
"This one's for you nipsnipsy @ Venice Beach Boardwalk
",0
"Rest cant wait sum body join me Wait on it @ I-75 and 7 Mile, Detroit
",0
"About that snow storm... 40""+ and it's still snowing #gotsnow #nederlandcolorado #coloradolive…
",0
"Sisters who have fun together, stay together. claire_blondie2 #sistaas #juniperpoint…
",0
"Sorry @user and antonio_dancer_aerialist but we are taking your places. @user
",0
"I have two travel stories I haven't posted yet this year I'll try to hit ""publish"" before the…
",0
"Penny boarding in GTA, I mean Venice #goals #pennyboard #venice #beach #bucketlist…
",0
"Time to eat @ Acropolis Restaurant &amp; Catering
",0
"Two photogenic Puerto Ricans in Amityville. Thank you drivera1y ! Beautiful day! @ Amityville,…
",0
"Know your worth. Then add tax .#TyWill #EstGent #Entrepreneur @ Columbia, South Carolina
",0
"it's good to be alive right about now @ Alma College
",0
"Lol !! No comment. I missed those @ Amarillo, Texas
",0
"Barely got any sleep this weekend, but it was worth it #dnowstory @ Riverfront Banquet Center
",0
"#TBT back when the money wasn’t a thang &amp; we had no care in the world • @ Vermont
",0
"(@ Orlando International Airport (MCO) - @user in Orlando, FL)
",0
"Lori knows how to kick off a Friday! Isn't it pure truth! @ Merrill Lynch Chattanooga
",0
"Possibly the last selfie of the year with this guy? Glad it's a good one! @user
",0
"Burnt to shit. But it was a great day. I blame @user and @user @ S.S. Lane…
",0
"pretty filter on mornings i don't feel like getting ready ..snap saw it first: kinseyharmon…
",0
"Long as my bitches love me @ Brace Canyon Park
",0
"I leave my phone for 5min and I should know better ! This happens...glad they are all so…
",0
"Post work out drink. #beerden #thristythursday @ Lowes Foods Triad
",0
"Sunday stroll with the boys. Well, maybe a little bit harder than that . 3rd today at…
",0
"DAKOTA here tonight! [THURSDAY]! Come hang and get a bunch of dances! littledakotaaa…
",0
"Come visit us sojournsandiego where you will meet your favorite yoga teachers #Repost…
",0
"When you can't dance, you just play with your hair instead Last month on location in South…
",0
"@user @user this is for making friends
",0
"a reminder from the lil goobers: KEEP IT CUTE &amp; STAY SILLY #home #fam #SF @ Stow Lake…
",0
"Cool #NY #chinatown @ China Town, Manhattan, New York City
",0
"Good Mhorning #RiseandGrind #MorningPost #WokeUpLikeThis @ East Columbus, Columbus
",0
"The grinch who stole your chirstmas @ Universal Studios Hollywood
",0
"Homegirl on vacation... She met me at my door like unique_eyezz @ South…
",0
"A good start to the evening. #seattle #ldinnertime #bookofbooze #straightup #holidays…
",0
"@user Im going for psychology i wanna be a child psychologist.. i love psych and im good with kids and its all money
",0
"When the client shows up with the whole line fentybeauty . Shoot with boudoirbyveronica…
",0
"weekend is what you make it @ Niagara Falls, Ontario, Canada
",0
"New Tuna Poke-Mon Bowl @user @ Bold Food &amp; Drink
",0
"Amy keep up @ Beale Street-Downtown Memphis
",0
"On her Gram she so happy, call her cutie pie @ Union County, New…
",0
"Luke Bryan absolutely never disappoints! 3rd time seeing him is the charm @ Sprint Center
",0
"Let's Play Two Screening!!! (@ The @user in Chicago, IL)
",0
"After 6 years, 5 different colleges, and 2 bouts of lymphoma, I am done with that B.S. It’s…
",0
"My piece in the #Dicolandia show literally stood out ! #animalskull #honoringanimalsinart…
",0
"What a tease! I’ll have my iPhone X case a couple weeks before my IPhone X. @ At the House.
",0
"The morning after (@ McDonald's in Jamaica, NY)
",0
"Detached arms and hands next to the vintage nudie mags? I get what's going on here. @ Retropolis
",0
"Someone found some gear @ Allen Premium Outlets
",0
"#motivacion #amor propio #metas en Herbal Lifestyle
",0
"I like da night life... i like to boogie!!! @ Yonkers, New York
",0
"Spending my money on @user is definitely something of value gosh this was a week…
",0
"HAPPY BIRTHDAY TO MY BESTIE @user I'm always so so proud…
",0
"Not a senior anymore but I really like this picture @ Trent's Portrait Design
",0
"We had dirt for snack at preschool today. #kidsnacksarethebest @user
",0
"They're out for blood, I tell ya! (@ Quest Diagnostics in Cape Coral, FL)
",0
"Galaxy coverup by @user Smell ya later, scorpion! .....#vintagekarma…
",0
"Off to find brekkie and Zoltar @ Coney Island Beach &amp; Boardwalk
",0
"The Canopic jars at the Egypt Fair...ew! @ Hephatha Lutheran Church and School
",0
"Mood: #WhatAtimeToBeAlive #thefridayturnupisreal #PatronOnDeck…
",0
"#TBT to the night @user &amp; I walked home from ZACH Theater in the rain. @ Gibson Flats
",0
